Feature name,HCPTotal,ExTotal,ExSupra,ExInfra,ExSupraTotal,ExSupraInfra
ThalamocorticalDistA,0.0018529726789676695,0.017738218008804745,3.438878072052814e-07,0.24851457852699363,1.5747559854684974e-07,0.011871059939704304
ThalamocorticalDistP,0.00035979341731762687,0.027178032658826484,0.0007390280651709744,0.032784425585261186,4.262703375754005e-11,0.0023573857508098366
