Feature name,HCPTotal,ExTotal,ExSupra,ExInfra,ExSupraTotal,ExSupraInfra
ThalamocorticalDistA,0.151,0.24719999999999998,0.03900000000000001,0.32181818181818184,0.054,0.16028571428571428
ThalamocorticalDistP,0.416,0.2333333333333333,0.10350000000000001,0.2333333333333333,0.0,0.151
