Feature name,HCPTotal,ExTotal,ExSupra,ExInfra,ExSupraTotal,ExSupraInfra
AEHCPyoung,-0.8082052051301284,-0.4176149403735094,-0.17643141078526964,-0.40031800795019884,0.07556888922223058,-0.048536713417835456
AEOMEGAyoung,-0.624276606915173,-0.3904627615690393,-0.18031050776269408,-0.31445736143403596,0.12661666541663544,-0.19328283207080177
AEOMEGAold,-0.2673171829295733,-0.19725493137328437,-0.08625365634140855,-0.059288982224555614,0.07742293557338933,-0.19628890722268058
