Feature name,HCPTotal,ExTotal,ExSupra,ExInfra,ExSupraTotal,ExSupraInfra
AEHCPyoung,0.009000000000000001,0.2889,0.2889,0.2889,0.3703846153846154,0.464
AEOMEGAyoung,0.2889,0.2889,0.2889,0.2889,0.2889,0.2889
AEOMEGAold,0.3703846153846154,0.3940714285714286,0.412875,0.45423529411764707,0.4044,0.32236363636363635
