Feature name,HCPTotal,ExTotal,ExSupra,ExInfra,ExSupraTotal,ExSupraInfra
AEHCPyoung,0.0005,0.10600000000000001,0.10450000000000001,0.036000000000000004,0.2475,0.464
AEOMEGAyoung,0.055499999999999994,0.14350000000000002,0.158,0.1115,0.11649999999999999,0.1605
AEOMEGAold,0.2675,0.3065,0.367,0.429,0.337,0.197
