Feature name,HCPTotal,ExTotal,ExSupra,ExInfra,ExSupraTotal,ExSupraInfra
ThalamocorticalDistA,0.21880897022425563,0.16752118802970078,0.35111677791944806,0.08197404935123379,0.36049501237530945,-0.17760144003600092
ThalamocorticalDistP,-0.24984474611865298,-0.15621540538513465,0.23670891772294309,-0.15102677566939177,0.4445586139653492,-0.21388284707117683
